STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
MO000060156,"NOUASSEUR, MO",33.367,-7.583,206.0,2022-04-24,0.0,",,S",,,14.2,"H,,S",20.4,",,S",6.8,",,S"
MO000060156,"NOUASSEUR, MO",33.367,-7.583,206.0,2022-04-26,0.0,",,S",,,16.2,"H,,S",21.5,",,S",11.8,",,S"
MO000060156,"NOUASSEUR, MO",33.367,-7.583,206.0,2022-04-30,0.0,",,S",,,19.4,"H,,S",26.7,",,S",11.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-02,0.0,",,S",,,14.8,"H,,S",19.7,",,S",8.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-05,0.0,",,S",,,13.5,"H,,S",17.1,",,S",7.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-14,0.0,",,S",,,13.5,"H,,S",18.3,",,S",7.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-15,0.0,",,S",,,15.4,"H,,S",22.2,",,S",7.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-17,0.0,",,S",,,14.3,"H,,S",20.1,",,S",5.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-19,10.9,",,S",,,15.0,"H,,S",17.2,",,S",9.1,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-20,5.8,",,S",,,12.9,"H,,S",15.3,",,S",9.4,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-22,0.3,",,S",,,13.3,"H,,S",17.4,",,S",8.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-24,7.4,",,S",,,14.4,"H,,S",18.3,",,S",10.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-26,1.3,",,S",,,14.8,"H,,S",18.2,",,S",10.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-28,0.0,",,S",,,13.6,"H,,S",18.9,",,S",6.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-29,0.0,",,S",,,15.3,"H,,S",21.2,",,S",7.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-30,0.0,",,S",,,16.7,"H,,S",23.8,",,S",9.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-01-31,0.0,",,S",,,15.6,"H,,S",21.5,",,S",7.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-01,0.0,",,S",,,15.7,"H,,S",22.5,",,S",7.4,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-03,0.0,",,S",,,18.2,"H,,S",23.8,",,S",10.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-04,0.0,",,S",,,15.6,"H,,S",19.4,",,S",11.1,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-08,0.0,",,S",,,15.8,"H,,S",20.5,",,S",11.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-10,0.0,",,S",,,16.6,"H,,S",19.3,",,S",12.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-12,0.0,",,S",,,16.8,"H,,S",20.6,",,S",12.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-13,0.0,",,S",,,16.4,"H,,S",19.3,",,S",11.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-14,0.0,",,S",,,16.4,"H,,S",19.0,",,S",11.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-17,0.0,",,S",,,16.4,"H,,S",18.3,",,S",14.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-19,0.0,",,S",,,17.1,"H,,S",19.4,",,S",15.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-20,0.0,",,S",,,17.8,"H,,S",21.2,",,S",13.2,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-22,0.0,",,S",,,17.9,"H,,S",22.2,",,S",10.2,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-02-23,0.0,",,S",,,19.1,"H,,S",23.5,",,S",10.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-01,0.3,",,S",,,17.2,"H,,S",21.5,",,S",11.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-05,0.0,",,S",,,17.5,"H,,S",20.1,",,S",15.2,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-07,0.0,",,S",,,15.9,"H,,S",18.3,",,S",10.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-11,0.0,",,S",,,20.2,"H,,S",24.7,",,S",11.2,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-15,0.0,",,S",,,17.6,"H,,S",20.0,",,S",15.2,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-16,0.0,",,S",,,15.3,"H,,S",16.5,",,S",13.4,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-18,0.3,",,S",,,15.3,"H,,S",17.7,",,S",10.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-19,0.0,",,S",,,17.3,"H,,S",19.6,",,S",13.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-23,0.0,",,S",,,15.8,"H,,S",18.2,",,S",9.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-24,0.8,",,S",,,16.6,"H,,S",20.0,",,S",14.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-26,0.0,",,S",,,17.2,"H,,S",20.4,",,S",10.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-27,0.0,",,S",,,17.4,"H,,S",20.0,",,S",14.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-29,0.0,",,S",,,16.3,"H,,S",19.7,",,S",9.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-03-30,0.0,",,S",,,17.1,"H,,S",20.2,",,S",8.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-02,2.8,",,S",,,15.8,"H,,S",18.4,",,S",11.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-03,0.0,",,S",,,16.5,"H,,S",19.7,",,S",9.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-04,0.0,",,S",,,18.7,"H,,S",21.9,",,S",14.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-05,0.0,",,S",,,19.9,"H,,S",22.6,",,S",13.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-06,0.0,",,S",,,20.0,"H,,S",22.1,",,S",17.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-07,0.0,",,S",,,19.4,"H,,S",21.5,",,S",15.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-08,0.0,",,S",,,19.7,"H,,S",22.8,",,S",16.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-10,0.0,",,S",,,19.1,"H,,S",21.1,",,S",17.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-11,0.0,",,S",,,18.8,"H,,S",21.1,",,S",16.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-12,0.0,",,S",,,18.7,"H,,S",20.3,",,S",16.1,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-15,0.5,",,S",,,18.9,"H,,S",21.8,",,S",14.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-16,0.0,",,S",,,20.1,"H,,S",24.1,",,S",12.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-17,0.0,",,S",,,19.2,"H,,S",22.0,",,S",14.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-18,0.0,",,S",,,19.1,"H,,S",21.1,",,S",17.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-19,0.0,",,S",,,18.7,"H,,S",21.0,",,S",17.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-20,2.3,",,S",,,18.6,"H,,S",21.0,",,S",13.1,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-21,5.6,",,S",,,17.2,"H,,S",19.8,",,S",11.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-22,0.0,",,S",,,17.9,"H,,S",20.7,",,S",11.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-23,0.0,",,S",,,18.1,"H,,S",19.6,",,S",14.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-26,0.0,",,S",,,17.8,"H,,S",20.3,",,S",12.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-27,0.0,",,S",,,19.1,"H,,S",21.7,",,S",12.4,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-29,0.3,",,S",,,19.2,"H,,S",21.0,",,S",15.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-04-30,0.0,",,S",,,19.2,"H,,S",21.3,",,S",13.4,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-03,0.0,",,S",,,29.1,"H,,S",35.4,",O,S",16.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-04,0.0,",,S",,,21.2,"H,,S",23.4,",,S",18.4,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-06,0.0,",,S",,,19.8,"H,,S",21.4,",,S",16.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-07,0.0,",,S",,,21.3,"H,,S",23.4,",,S",17.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-09,0.0,",,S",,,20.4,"H,,S",22.0,",,S",15.1,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-10,2.3,",,S",,,20.1,"H,,S",22.1,",,S",16.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-11,0.0,",,S",,,20.6,"H,,S",23.7,",,S",15.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-14,12.7,",,S",,,17.2,"H,,S",19.9,",,S",13.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-16,0.0,",,S",,,18.7,"H,,S",20.5,",,S",15.1,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-17,0.0,",,S",,,20.1,"H,,S",21.6,",,S",14.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-19,0.0,",,S",,,22.7,"H,,S",25.7,",,S",17.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-20,0.0,",,S",,,21.8,"H,,S",24.0,",,S",18.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-23,0.0,",,S",,,24.6,"H,,S",27.2,",,S",18.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-25,0.0,",,S",,,25.4,"H,,S",28.1,",,S",19.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-26,0.0,",,S",,,23.0,"H,,S",25.6,",,S",19.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-29,0.0,",,S",,,22.7,"H,,S",24.5,",,S",18.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-30,0.0,",,S",,,22.7,"H,,S",24.4,",,S",17.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-05-31,0.0,",,S",,,23.3,"H,,S",26.7,",,S",19.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-01,0.0,",,S",,,22.9,"H,,S",25.0,",,S",18.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-04,0.0,",,S",,,22.9,"H,,S",25.9,",,S",18.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-05,0.0,",,S",,,22.9,"H,,S",25.1,",,S",16.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-06,0.0,",,S",,,25.3,"H,,S",28.5,",,S",19.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-09,2.0,",,S",,,21.8,"H,,S",23.5,",,S",16.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-12,0.0,",,S",,,21.9,"H,,S",24.3,",,S",17.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-13,0.0,",,S",,,22.3,"H,,S",24.8,",,S",17.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-15,0.0,",,S",,,22.4,"H,,S",24.3,",,S",18.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-17,0.0,",,S",,,22.6,"H,,S",24.6,",,S",19.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-18,0.0,",,S",,,22.2,"H,,S",24.1,",,S",19.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-23,0.0,",,S",,,23.6,"H,,S",25.1,",,S",21.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-25,0.0,",,S",,,22.6,"H,,S",24.6,",,S",21.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-29,0.0,",,S",,,23.4,"H,,S",25.6,",,S",19.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-06-30,0.0,",,S",,,23.4,"H,,S",25.7,",,S",20.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-03,0.0,",,S",,,23.6,"H,,S",25.5,",,S",20.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-09,0.0,",,S",,,23.2,"H,,S",25.1,",,S",20.4,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-11,0.0,",,S",,,24.9,"H,,S",27.4,",,S",20.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-12,0.0,",,S",,,24.7,"H,,S",26.6,",,S",22.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-14,0.0,",,S",,,25.3,"H,,S",27.5,",,S",21.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-15,0.0,",,S",,,25.6,"H,,S",27.8,",,S",22.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-17,0.0,",,S",,,26.9,"H,,S",31.0,",,S",22.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-18,0.0,",,S",,,25.9,"H,,S",28.0,",,S",21.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-20,0.0,",,S",,,25.4,"H,,S",27.2,",,S",22.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-22,0.0,",,S",,,25.4,"H,,S",27.1,",,S",20.4,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-23,0.0,",,S",,,25.4,"H,,S",27.3,",,S",20.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-24,0.0,",,S",,,25.8,"H,,S",28.1,",,S",21.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-25,0.0,",,S",,,25.1,"H,,S",27.0,",,S",21.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-26,0.0,",,S",,,25.5,"H,,S",27.5,",,S",22.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-27,0.0,",,S",,,24.8,"H,,S",27.0,",,S",21.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-28,0.0,",,S",,,24.3,"H,,S",26.4,",,S",22.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-29,0.0,",,S",,,24.1,"H,,S",26.2,",,S",22.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-07-30,0.0,",,S",,,24.2,"H,,S",26.2,",,S",21.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-01,0.0,",,S",,,26.6,"H,,S",29.0,",,S",22.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-02,0.0,",,S",,,26.1,"H,,S",28.7,",,S",22.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-05,0.0,",,S",,,24.3,"H,,S",26.1,",,S",20.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-10,0.0,",,S",,,23.9,"H,,S",26.2,",,S",21.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-11,0.0,",,S",,,23.4,"H,,S",25.7,",,S",21.4,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-13,0.0,",,S",,,24.1,"H,,S",26.0,",,S",21.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-15,0.0,",,S",,,23.4,"H,,S",25.3,",,S",19.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-17,0.0,",,S",,,24.1,"H,,S",26.1,",,S",19.6,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-18,0.0,",,S",,,24.4,"H,,S",26.5,",,S",22.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-19,0.0,",,S",,,24.5,"H,,S",26.5,",,S",21.1,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-20,0.0,",,S",,,24.6,"H,,S",26.7,",,S",20.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-21,0.0,",,S",,,23.9,"H,,S",26.2,",,S",20.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-22,0.0,",,S",,,25.0,"H,,S",27.0,",,S",21.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-25,0.0,",,S",,,25.1,"H,,S",27.2,",,S",22.2,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-26,0.0,",,S",,,27.3,"H,,S",31.4,",,S",21.3,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-27,0.0,",,S",,,27.2,"H,,S",30.7,",,S",21.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-28,0.0,",,S",,,23.9,"H,,S",25.9,",,S",22.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-08-29,0.0,",,S",,,22.4,"H,,S",24.2,",,S",20.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-01,0.0,",,S",,,25.1,"H,,S",27.4,",,S",21.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-02,0.0,",,S",,,23.2,"H,,S",25.4,",,S",19.4,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-04,0.0,",,S",,,25.3,"H,,S",29.0,",,S",21.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-05,0.0,",,S",,,24.4,"H,,S",27.8,",,S",20.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-07,0.0,",,S",,,24.9,"H,,S",28.2,",,S",20.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-08,0.0,",,S",,,25.4,"H,,S",28.3,",,S",19.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-09,0.0,",,S",,,24.1,"H,,S",26.8,",,S",19.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-11,0.0,",,S",,,24.0,"H,,S",26.8,",,S",20.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-12,0.0,",,S",,,24.1,"H,,S",26.4,",,S",22.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-13,0.0,",,S",,,24.1,"H,,S",26.3,",,S",20.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-14,0.0,",,S",,,23.9,"H,,S",26.2,",,S",21.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-18,3.3,",,S",,,23.9,"H,,S",26.5,",,S",20.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-20,0.0,",,S",,,22.5,"H,,S",24.5,",,S",20.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-24,0.0,",,S",,,26.2,"H,,S",28.3,",,S",21.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-25,0.0,",,S",,,23.4,"H,,S",25.8,",,S",20.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-09-28,0.0,",,S",,,21.7,"H,,S",23.7,",,S",18.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-10-01,0.0,",,S",,,21.8,"H,,S",23.8,",,S",19.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-10-02,0.0,",,S",,,21.4,"H,,S",23.4,",,S",18.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-10-04,0.0,",,S",,,19.7,"H,,S",22.4,",,S",13.7,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-10-08,0.0,",,S",,,22.1,"H,,S",25.2,",,S",16.9,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-10-10,0.0,",,S",,,21.6,"H,,S",24.3,",,S",17.5,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-10-11,0.0,",,S",,,22.2,"H,,S",24.5,",,S",18.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-10-12,0.0,",,S",,,21.9,"H,,S",24.9,",,S",18.0,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-10-13,0.0,",,S",,,20.7,"H,,S",23.7,",,S",14.8,",,S"
MOM00060155,"ANFA, MO",33.557,-7.66,61.9,2020-10-15,0.0,",,S",,,19.9,"H,,S",21.6,",,S",18.7,",,S"
