STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2021-01-08,0.0,",,S",,,23.0,"H,,S",29.5,",,S",16.0,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2021-06-01,0.0,",,S",,,30.2,"H,,S",34.9,",,S",25.5,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2021-06-20,0.3,",,S",,,40.7,"H,,S",47.4,",,S",35.1,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2021-06-26,0.0,",,S",,,40.5,"H,,S",47.4,",,S",31.2,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2021-08-11,0.0,",,S",,,38.6,"H,,S",46.2,",,S",31.0,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-06,0.0,",,S",,,21.6,"H,,S",27.7,",,S",14.9,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-07,0.0,",,S",,,19.1,"H,,S",24.4,",,S",14.0,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-08,0.0,",,S",,,19.6,"H,,S",26.6,",,S",11.4,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-10,0.0,",,S",,,21.1,"H,,S",30.0,",,S",11.6,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-14,0.0,",,S",,,19.2,"H,,S",25.3,",,S",13.3,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-17,0.0,",,S",,,20.1,"H,,S",27.5,",,S",9.8,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-18,0.0,",,S",,,20.8,"H,,S",27.5,",,S",13.0,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-22,0.0,",,S",,,19.7,"H,,S",26.3,",,S",11.1,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-23,0.0,",,S",,,23.5,"H,,S",31.3,",,S",14.6,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-26,0.0,",,S",,,23.8,"H,,S",32.2,",,S",16.7,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-27,0.0,",,S",,,23.1,"H,,S",28.4,",,S",18.7,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-04-29,0.5,",,S",,,20.1,"H,,S",24.4,",,S",15.8,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-05-01,1.0,",,S",,,18.8,"H,,S",25.6,",,S",11.8,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-05-02,0.0,",,S",,,22.4,"H,,S",29.8,",,S",12.9,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-05-03,0.0,",,S",,,25.4,"H,,S",33.4,",,S",18.0,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-05-04,0.0,",,S",,,29.2,"H,,S",37.2,",,S",19.4,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-05-06,0.0,",,S",,,22.1,"H,,S",28.0,",,S",16.7,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-05-07,0.0,",,S",,,20.8,"H,,S",27.4,",,S",13.0,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-05-09,0.0,",,S",,,23.3,"H,,S",31.3,",,S",14.7,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-05-10,0.0,",,S",,,23.1,"H,,S",29.5,",,S",17.2,",,S"
AGM00060555,"SIDI MAHDI, AG",33.068,6.089,85.0,2022-05-11,0.0,",,S",,,20.8,"H,,S",26.8,",,S",13.6,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2020-10-28,0.0,",,S",,,12.0,"H,,S",16.8,",,S",7.0,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2020-10-29,0.0,",,S",,,16.3,"H,,S",20.3,",,S",8.7,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2020-11-18,1.0,",,S",,,10.8,"H,,S",15.4,",,S",7.5,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2021-01-08,0.0,",,S",,,13.3,"H,,S",17.4,",,S",8.4,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2021-01-21,0.5,",,S",,,7.4,"H,,S",9.0,",,S",5.2,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2021-01-24,0.0,",,S",,,8.2,"H,,S",9.3,",,S",6.1,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2021-03-10,0.5,",,S",,,7.3,"H,,S",10.8,",,S",3.8,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2021-05-18,0.0,",,S",,,23.7,"H,,S",27.9,",,S",17.4,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2021-06-01,2.0,",,S",,,24.2,"H,,S",29.1,",,S",17.9,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2021-06-26,0.0,",,S",,,22.3,"H,,S",26.6,",,S",17.3,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2021-08-10,0.0,",,S",,,36.6,"H,,S",40.9,",,S",30.4,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2021-08-11,0.0,",,S",,,36.4,"H,,S",40.5,",,S",28.9,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-06,1.0,",,S",,,7.3,"H,,S",10.7,",,S",4.5,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-07,0.8,",,S",,,10.7,"H,,S",16.0,",,S",4.4,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-08,0.0,",,S",,,13.2,"H,,S",17.0,",,S",7.9,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-09,0.0,",,S",,,12.9,"H,,S",16.4,",,S",8.4,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-10,0.0,",,S",,,17.0,"H,,S",21.4,",,S",9.9,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-11,0.0,",,S",,,19.1,"H,,S",22.6,",,S",14.7,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-14,65.0,",,S",,,8.4,"H,,S",9.8,",,S",6.3,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-15,27.9,",,S",,,10.0,"H,,S",11.9,",,S",9.2,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-16,30.0,",,S",,,10.7,"H,,S",14.6,",,S",6.6,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-17,0.0,",,S",,,14.7,"H,,S",17.7,",,S",8.9,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-18,0.0,",,S",,,17.0,"H,,S",20.6,",,S",10.6,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-19,0.0,",,S",,,18.8,"H,,S",21.6,",,S",12.9,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-21,3.0,",,S",,,7.5,"H,,S",9.8,",,S",4.8,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-22,0.3,",,S",,,13.3,"H,,S",18.9,",,S",4.9,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-24,0.0,",,S",,,12.0,"H,,S",16.3,",,S",6.5,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-25,0.0,",,S",,,16.3,"H,,S",20.3,",,S",9.7,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-26,0.0,",,S",,,20.3,"H,,S",24.7,",,S",14.4,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-28,17.0,",,S",,,9.1,"H,,S",10.5,",,S",8.3,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-29,7.9,",,S",,,11.3,"H,,S",14.1,",,S",8.6,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-04-30,0.0,",,S",,,12.5,"H,,S",15.5,",,S",7.7,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-05-01,0.0,",,S",,,14.9,"H,,S",18.7,",,S",8.9,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-05-02,0.0,",,S",,,17.6,"H,,S",20.8,",,S",12.2,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-05-03,3.0,",,S",,,13.8,"H,,S",17.9,",,S",10.2,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-05-04,2.0,",,S",,,15.9,"H,,S",19.3,",,S",11.9,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-05-06,13.0,",,S",,,12.1,"H,,S",16.2,",,S",8.2,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-05-07,0.0,",,S",,,13.4,"H,,S",16.1,",,S",8.2,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-05-09,0.0,",,S",,,16.9,"H,,S",20.2,",,S",11.4,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-05-10,0.0,",,S",,,15.7,"H,,S",18.9,",,S",10.6,",,S"
AGM00060437,"MEDEA, AG",36.283,2.733,1036.0,2022-05-11,0.0,",,S",,,18.4,"H,,S",22.6,",,S",10.3,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2020-01-13,0.0,",,S",,,6.6,"H,,S",11.7,",,S",0.8,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2020-10-28,0.0,",,S",,,14.6,"H,,S",20.7,",,S",4.7,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2020-10-29,0.0,",,S",,,16.3,"H,,S",23.5,",,S",5.8,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2021-01-08,0.0,",,S",,,19.0,"H,,S",22.7,",,S",12.5,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2021-01-21,0.0,",,S",,,11.2,"H,,S",14.7,",,S",9.2,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2021-03-10,0.0,",,S",,,10.6,"H,,S",14.7,",,S",5.3,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2021-06-20,0.0,",,S",,,24.7,"H,,S",30.7,",,S",18.9,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2021-08-11,0.0,",,S",,,37.4,"H,,S",41.2,",,S",30.8,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-07,0.0,",,S",,,13.5,"H,,S",18.8,",,S",5.6,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-08,0.0,",,S",,,15.4,"H,,S",20.5,",,S",6.7,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-09,0.0,",,S",,,16.4,"H,,S",20.7,",,S",7.3,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-10,0.0,",,S",,,18.3,"H,,S",24.4,",,S",7.3,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-11,0.0,",,S",,,22.4,"H,,S",26.8,",,S",16.1,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-12,0.0,",,S",,,18.6,"H,,S",27.0,",,S",14.1,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-13,24.9,",,S",,,11.7,"H,,S",14.7,",,S",9.6,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-14,7.9,",,S",,,10.1,"H,,S",11.5,",,S",8.5,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-15,15.0,",,S",,,12.3,"H,,S",15.8,",,S",9.4,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-16,6.1,",,S",,,13.8,"H,,S",18.6,",,S",7.8,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-17,0.0,",,S",,,17.2,"H,,S",21.9,",,S",8.6,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-18,0.0,",,S",,,17.9,"H,,S",23.2,",,S",8.4,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-19,0.0,",,S",,,18.4,"H,,S",24.3,",,S",9.5,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-21,0.3,",,S",,,11.4,"H,,S",14.6,",,S",7.1,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-22,0.3,",,S",,,16.9,"H,,S",23.2,",,S",5.3,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-23,0.0,",,S",,,15.9,"H,,S",19.3,",,S",13.0,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-24,0.0,",,S",,,15.0,"H,,S",19.6,",,S",7.3,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-25,0.0,",,S",,,18.5,"H,,S",23.4,",,S",10.3,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-26,0.0,",,S",,,21.4,"H,,S",27.3,",,S",12.1,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-27,0.0,",,S",,,16.4,"H,,S",19.8,",,S",12.4,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-28,5.1,",,S",,,12.1,"H,,S",15.9,",,S",9.6,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-29,11.9,",,S",,,13.2,"H,,S",16.4,",,S",10.2,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-04-30,18.0,",,S",,,15.2,"H,,S",19.2,",,S",9.8,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-05-01,0.0,",,S",,,15.9,"H,,S",21.3,",,S",7.3,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-05-02,0.0,",,S",,,20.2,"H,,S",24.3,",,S",11.8,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-05-03,6.1,",,S",,,16.7,"H,,S",20.4,",,S",11.4,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-05-04,0.0,",,S",,,15.4,"H,,S",19.0,",,S",11.7,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-05-06,11.9,",,S",,,14.8,"H,,S",19.2,",,S",7.2,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-05-07,0.0,",,S",,,15.9,"H,,S",20.9,",,S",8.6,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-05-09,0.0,",,S",,,18.4,"H,,S",22.7,",,S",9.1,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-05-10,0.0,",,S",,,18.1,"H,,S",22.2,",,S",9.4,",,S"
AGM00060514,"KSAR CHELLALA, AG",35.167,2.317,801.0,2022-05-11,0.0,",,S",,,19.2,"H,,S",24.3,",,S",8.3,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2020-01-13,0.0,",,S",,,2.2,"H,,S",8.0,",,S",-2.5,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2020-10-29,0.0,",,S",,,16.9,"H,,S",24.0,",,S",5.4,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2021-01-08,0.0,",,S",,,17.7,"H,,S",21.1,",,S",13.6,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2021-01-21,0.0,",,S",,,10.8,"H,,S",15.0,",,S",6.0,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2021-03-10,5.1,",,S",,,7.6,"H,,S",10.3,",,S",4.6,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2021-08-11,0.0,",,S",,,34.2,"H,,S",38.9,",,S",25.4,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-07,0.0,",,S",,,13.7,"H,,S",19.7,",,S",3.4,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-08,0.0,",,S",,,16.0,"H,,S",21.6,",,S",5.6,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-09,0.0,",,S",,,16.7,"H,,S",22.8,",,S",4.4,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-10,0.0,",,S",,,20.1,"H,,S",25.9,",,S",7.2,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-11,0.0,",,S",,,20.4,"H,,S",24.2,",,S",13.7,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-13,0.0,",,S",,,11.3,"H,,S",15.2,",,S",5.8,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-14,0.0,",,S",,,9.1,"H,,S",12.3,",,S",6.8,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-15,3.0,",,S",,,9.6,"H,,S",12.2,",,S",5.8,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-16,0.0,",,S",,,13.6,"H,,S",19.3,",,S",5.8,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-17,0.0,",,S",,,16.8,"H,,S",22.9,",,S",4.6,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-18,0.0,",,S",,,19.9,"H,,S",26.4,",,S",6.7,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-19,0.0,",,S",,,21.7,"H,,S",27.7,",,S",10.3,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-20,0.0,",,S",,,12.3,"H,,S",17.6,",,S",8.2,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-21,0.0,",,S",,,11.2,"H,,S",15.8,",,S",4.5,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-22,0.0,",,S",,,15.9,"H,,S",22.2,",,S",3.6,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-23,0.0,",,S",,,17.8,"H,,S",23.0,",,S",12.4,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-24,0.0,",,S",,,16.6,"H,,S",23.8,",,S",7.1,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-25,0.0,",,S",,,20.2,"H,,S",25.6,",,S",11.1,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-26,0.0,",,S",,,22.0,"H,,S",26.7,",,S",15.1,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-27,0.0,",,S",,,16.1,"H,,S",22.6,",,S",11.1,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-28,0.5,",,S",,,12.7,"H,,S",17.1,",,S",8.8,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-04-30,16.0,",,S",,,12.8,"H,,S",16.2,",,S",9.1,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-05-01,0.0,",,S",,,14.9,"H,,S",21.4,",,S",4.3,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-05-02,0.0,",,S",,,18.5,"H,,S",24.2,",,S",6.8,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-05-03,3.0,",,S",,,17.8,"H,,S",24.6,",,S",10.6,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-05-04,0.0,",,S",,,13.0,"H,,S",15.4,",,S",8.8,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-05-05,0.0,",,S",,,11.8,"H,,S",16.0,",,S",7.3,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-05-06,0.0,",,S",,,15.0,"H,,S",20.8,",,S",5.2,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-05-07,0.0,",,S",,,18.2,"H,,S",22.9,",,S",8.4,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-05-09,0.0,",,S",,,21.6,"H,,S",27.0,",,S",12.3,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-05-10,0.0,",,S",,,20.3,"H,,S",23.9,",,S",13.6,",,S"
AGM00060557,"NAAMA, AG",33.267,-0.3,1166.0,2022-05-11,0.0,",,S",,,20.7,"H,,S",26.3,",,S",9.7,",,S"
AGM00060515,"BOU SAADA, AG",35.333,4.206,459.0,2020-01-13,0.0,",,S",,,10.8,"H,,S",13.2,",,S",5.9,",,S"
AGM00060515,"BOU SAADA, AG",35.333,4.206,459.0,2020-10-28,0.0,",,S",,,17.3,"H,,S",21.2,",,S",10.5,",,S"
AGM00060515,"BOU SAADA, AG",35.333,4.206,459.0,2020-10-29,0.0,",,S",,,18.5,"H,,S",23.4,",,S",8.1,",,S"
AGM00060515,"BOU SAADA, AG",35.333,4.206,459.0,2020-11-18,0.0,",,S",,,16.0,"H,,S",19.4,",,S",11.0,",,S"
AGM00060515,"BOU SAADA, AG",35.333,4.206,459.0,2021-01-08,0.0,",,S",,,15.6,"H,,S",24.4,",,S",6.6,",,S"
AGM00060515,"BOU SAADA, AG",35.333,4.206,459.0,2021-01-21,0.0,",,S",,,11.9,"H,,S",16.0,",,S",7.1,",,S"
AGM00060515,"BOU SAADA, AG",35.333,4.206,459.0,2021-01-24,0.0,",,S",,,15.6,"H,,S",18.5,",,S",11.9,",,S"
AGM00060515,"BOU SAADA, AG",35.333,4.206,459.0,2021-05-18,0.0,",,S",,,30.8,"H,,S",35.3,",,S",22.1,",,S"
AGM00060515,"BOU SAADA, AG",35.333,4.206,459.0,2021-06-01,7.1,",,S",,,24.9,"H,,S",30.1,",,S",19.3,",,S"
